nit,fecha_corte,Patrimonio_Total,Activo_Total,Pasivo_Total,Tamano_Empresa,Razon_Endeudamiento,Insolvencia_Tecnica,Ano_Corte,Fuente,Pais_Matriz
800000090,2019-12-31,1334869.0,,,,,No,2019,SIREM - Supersociedades,COL
800000268,2019-12-31,1041906.0,,,,,No,2019,SIREM - Supersociedades,COL
800000276,2018-12-31,,161623087.0,,Grande,,No,2018,SIREM - Supersociedades,COL
800000276,2019-12-31,,161623087.0,,Grande,,No,2019,SIREM - Supersociedades,COL
800000296,2020-12-31,3621198.0,12215755.0,13991260.0,Mediana,1.1453454984976368,No,2020,SIREM - Supersociedades,COL
800000313,2021-12-31,,4397438.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
800000393,2019-12-31,1421779.0,,,,,No,2019,SIREM - Supersociedades,COL
800000439,2020-12-31,3049388.0,,,,,No,2020,SIREM - Supersociedades,COL
800000457,2018-12-31,,7032359.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800000513,2019-12-31,6412838.0,,,,,No,2019,SIREM - Supersociedades,COL
800000946,2016-12-31,,,248425658.0,,,No,2016,SIREM - Supersociedades,COL
800000946,2018-12-31,159285415.0,336494111.0,,Grande,,No,2018,SIREM - Supersociedades,COL
800001020,2016-12-31,20193161.0,,,,,No,2016,SIREM - Supersociedades,COL
800001020,2019-12-31,,,6618968.0,,,No,2019,SIREM - Supersociedades,COL
800001047,2016-12-31,,,1390757.0,,,No,2016,SIREM - Supersociedades,COL
800001047,2020-12-31,,4845351.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800001075,2019-12-31,,49988975.0,,Grande,,No,2019,SIREM - Supersociedades,COL
800001161,2020-12-31,1678265.0,,,,,No,2020,SIREM - Supersociedades,COL
800001161,2021-12-31,,,3650290.0,,,No,2021,SIREM - Supersociedades,COL
800001204,2018-12-31,,,47697323.0,,,No,2018,SIREM - Supersociedades,COL
800001351,2018-12-31,,,31532416.0,,,No,2018,SIREM - Supersociedades,COL
800001792,2016-12-31,,,11527466.0,,,No,2016,SIREM - Supersociedades,COL
800001845,2016-12-31,27814254.0,,,,,No,2016,SIREM - Supersociedades,COL
800001845,2021-12-31,38843341.0,,8216535.0,,,No,2021,SIREM - Supersociedades,COL
800002030,2018-12-31,10208410.0,,,,,No,2018,SIREM - Supersociedades,COL
800002030,2020-12-31,,,4834197.0,,,No,2020,SIREM - Supersociedades,COL
800002143,2016-12-31,,,13981833.0,,,No,2016,SIREM - Supersociedades,COL
800002143,2019-12-31,,,9863017.0,,,No,2019,SIREM - Supersociedades,COL
800002143,2021-12-31,,38960154.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800002482,2018-12-31,,25342994.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800002538,2018-12-31,,14503595.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800002538,2019-12-31,,,4092790.0,,,No,2019,SIREM - Supersociedades,COL
800002725,2016-12-31,,,1384781.0,,,No,2016,SIREM - Supersociedades,COL
800002784,2016-12-31,,,2389440.0,,,No,2016,SIREM - Supersociedades,COL
800002784,2018-12-31,,8859777.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800002818,2018-12-31,85335963.0,,,,,No,2018,SIREM - Supersociedades,COL
800002819,2016-12-31,,277076.0,,Micro,,No,2016,SIREM - Supersociedades,COL
800002942,2021-12-31,,39199509.0,,Grande,,No,2021,SIREM - Supersociedades,COL
800002981,2016-12-31,,16251375.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800002981,2018-12-31,15587715.0,,13261644.0,,,No,2018,SIREM - Supersociedades,COL
800002985,2016-12-31,2275956.0,,,,,No,2016,SIREM - Supersociedades,COL
800003193,2016-12-31,,1120552.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800003215,2016-12-31,5600055.0,,,,,No,2016,SIREM - Supersociedades,COL
800003215,2018-12-31,,15212470.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800003215,2019-12-31,,15212470.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
800003383,2018-12-31,877323.0,1960615.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
800003429,2016-12-31,,12020104.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800003429,2019-12-31,,5944867.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800003429,2021-12-31,,,3253729.0,,,No,2021,SIREM - Supersociedades,COL
800003454,2018-12-31,,,9353745.0,,,No,2018,SIREM - Supersociedades,COL
800003719,2020-12-31,60810555.0,,,,,No,2020,SIREM - Supersociedades,COL
800003719,2021-12-31,,,22982034.0,,,No,2021,SIREM - Supersociedades,COL
800003724,2019-12-31,,1999459.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800003781,2019-12-31,24106700.0,,,,,No,2019,SIREM - Supersociedades,COL
800003896,2016-12-31,6703235.0,,,,,No,2016,SIREM - Supersociedades,COL
800003896,2018-12-31,7161278.0,,,,,No,2018,SIREM - Supersociedades,COL
800003919,2021-12-31,,7231652.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800004228,2020-12-31,9522464.0,,,,,No,2020,SIREM - Supersociedades,COL
800004254,2016-12-31,,,1848288.0,,,No,2016,SIREM - Supersociedades,COL
800004254,2021-12-31,,,2915969.0,,,No,2021,SIREM - Supersociedades,COL
800004599,2016-12-31,21688722.0,,,,,No,2016,SIREM - Supersociedades,COL
800004599,2020-12-31,,44197158.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800004663,2018-12-31,,13675674.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800004711,2016-12-31,,,3826709.0,,,No,2016,SIREM - Supersociedades,COL
800004800,2018-12-31,,35757564.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800004812,2019-12-31,5150327.0,,,,,No,2019,SIREM - Supersociedades,COL
800004816,2019-12-31,1855989.0,1861057.0,4764.0,Pequeña,0.0025598356202953484,No,2019,SIREM - Supersociedades,COL
800004865,2020-12-31,,,4153784.0,,,No,2020,SIREM - Supersociedades,COL
800005009,2016-12-31,,6982976.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800005260,2019-12-31,,,21952570.0,,,No,2019,SIREM - Supersociedades,COL
800005727,2016-12-31,5530031.0,,,,,No,2016,SIREM - Supersociedades,COL
800005972,2016-12-31,3055476.0,6309219.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800006583,2016-12-31,,56764131.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800006608,2019-12-31,11776198.0,,,,,No,2019,SIREM - Supersociedades,COL
800006608,2021-12-31,,94696093.0,,Grande,,No,2021,SIREM - Supersociedades,COL
800006614,2021-12-31,,,2391964.0,,,No,2021,SIREM - Supersociedades,COL
800006632,2020-12-31,,8537094.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800006854,2020-12-31,,13657379.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800006900,2018-12-31,4605688.0,,,,,No,2018,SIREM - Supersociedades,COL
800006902,2018-12-31,,,3734857.0,,,No,2018,SIREM - Supersociedades,COL
800007113,2016-12-31,,860986.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800007122,2016-12-31,,7666468.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800007122,2018-12-31,,10562674.0,9989793.0,Mediana,0.9457636390179229,No,2018,SIREM - Supersociedades,COL
800007193,2016-12-31,44843540.0,82716122.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800007202,2021-12-31,21219755.0,,,,,No,2021,SIREM - Supersociedades,COL
800007208,2020-12-31,,,3658329.0,,,No,2020,SIREM - Supersociedades,COL
800007208,2021-12-31,,,5189332.0,,,No,2021,SIREM - Supersociedades,COL
800007310,2016-12-31,1478119.0,,,,,No,2016,SIREM - Supersociedades,COL
800007310,2020-12-31,,,2129898.0,,,No,2020,SIREM - Supersociedades,COL
800007355,2021-12-31,,10717414.0,9720328.0,Mediana,0.9069658035044648,No,2021,SIREM - Supersociedades,COL
800007359,2020-12-31,,8863335.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800007447,2016-12-31,,16277147.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800007447,2020-12-31,,,1770917.0,,,No,2020,SIREM - Supersociedades,COL
800007447,2021-12-31,,14644645.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800007455,2018-12-31,,,9533803.0,,,No,2018,SIREM - Supersociedades,COL
800007455,2019-12-31,,12062281.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
800007455,2020-12-31,2607284.0,,,,,No,2020,SIREM - Supersociedades,COL
800007955,2016-12-31,23155675.0,,,,,No,2016,SIREM - Supersociedades,COL
800007955,2019-12-31,53790393.0,,,,,No,2019,SIREM - Supersociedades,COL
800007983,2018-12-31,,10559194.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800007983,2019-12-31,,,5018304.0,,,No,2019,SIREM - Supersociedades,COL
800008116,2020-12-31,700664.0,24199120.0,22854641.0,Mediana,0.9444409962015148,No,2020,SIREM - Supersociedades,COL
800008151,2018-12-31,12224673.0,,,,,No,2018,SIREM - Supersociedades,COL
800008151,2021-12-31,,30918734.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800008307,2019-12-31,15629918.0,,,,,No,2019,SIREM - Supersociedades,COL
800008324,2016-12-31,,3475784.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800008324,2019-12-31,,5805870.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800008324,2021-12-31,2814799.0,,,,,No,2021,SIREM - Supersociedades,COL
800008501,2016-12-31,,482865.0,,Micro,,No,2016,SIREM - Supersociedades,COL
800008538,2019-12-31,4829958.0,,,,,No,2019,SIREM - Supersociedades,COL
800008676,2020-12-31,,2040427.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800008737,2016-12-31,,10863634.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800008737,2018-12-31,8353788.0,,,,,No,2018,SIREM - Supersociedades,COL
800008737,2021-12-31,,,3330844.0,,,No,2021,SIREM - Supersociedades,COL
800008776,2020-12-31,24721.0,,,,,No,2020,SIREM - Supersociedades,COL
800008801,2019-12-31,3695386.0,,,,,No,2019,SIREM - Supersociedades,COL
800009017,2016-12-31,14441929.0,,,,,No,2016,SIREM - Supersociedades,COL
800009591,2019-12-31,,5509659.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800009732,2016-12-31,,,2569410.0,,,No,2016,SIREM - Supersociedades,COL
800009802,2019-12-31,2622510.0,,,,,No,2019,SIREM - Supersociedades,COL
800009830,2016-12-31,,6014767.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800009830,2018-12-31,5007907.0,,,,,No,2018,SIREM - Supersociedades,COL
800009930,2019-12-31,16223489.0,,,,,No,2019,SIREM - Supersociedades,COL
800009973,2018-12-31,1963061.0,,,,,No,2018,SIREM - Supersociedades,COL
800010028,2016-12-31,6259848.0,12657680.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800010028,2021-12-31,6606811.0,,,,,No,2021,SIREM - Supersociedades,COL
800010284,2019-12-31,,1230352.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800010426,2016-12-31,,10571543.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800010567,2016-12-31,,,1065191.0,,,No,2016,SIREM - Supersociedades,COL
800010573,2016-12-31,523031.0,,,,,No,2016,SIREM - Supersociedades,COL
800010634,2018-12-31,,,3077649.0,,,No,2018,SIREM - Supersociedades,COL
800010634,2021-12-31,,10317542.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800010668,2016-12-31,,12061848.0,11631695.0,Mediana,0.9643377200574904,No,2016,SIREM - Supersociedades,COL
800010701,2018-12-31,,,1764553.0,,,No,2018,SIREM - Supersociedades,COL
800010701,2021-12-31,2678302.0,,1241704.0,,,No,2021,SIREM - Supersociedades,COL
800010792,2018-12-31,5289294.0,,,,,No,2018,SIREM - Supersociedades,COL
800010912,2019-12-31,21361716.0,,,,,No,2019,SIREM - Supersociedades,COL
800010912,2020-12-31,,23816791.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800010923,2019-12-31,5178563.0,,,,,No,2019,SIREM - Supersociedades,COL
800010923,2021-12-31,5169409.0,,,,,No,2021,SIREM - Supersociedades,COL
800010950,2016-12-31,,16434858.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800010950,2019-12-31,5933005.0,,,,,No,2019,SIREM - Supersociedades,COL
800010961,2019-12-31,18415579.0,,,,,No,2019,SIREM - Supersociedades,COL
800010961,2020-12-31,,123422859.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800011002,2018-12-31,29556831.0,,,,,No,2018,SIREM - Supersociedades,COL
800011161,2019-12-31,,,33703702.0,,,No,2019,SIREM - Supersociedades,COL
800011161,2021-12-31,54074717.0,,,,,No,2021,SIREM - Supersociedades,COL
800011170,2016-12-31,5532445.0,,14466127.0,,,No,2016,SIREM - Supersociedades,COL
800011205,2021-12-31,26686603.0,,,,,No,2021,SIREM - Supersociedades,COL
800011797,2016-12-31,,1289254.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800011815,2020-12-31,,27464388.0,5752833.0,Mediana,0.20946518087350063,No,2020,SIREM - Supersociedades,COL
800011874,2020-12-31,,6272319.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800011874,2021-12-31,4482856.0,,,,,No,2021,SIREM - Supersociedades,COL
800011955,2020-12-31,3865783.0,,,,,No,2020,SIREM - Supersociedades,COL
800011955,2021-12-31,4353189.0,,37528.0,,,No,2021,SIREM - Supersociedades,COL
800012181,2019-12-31,5321995.0,,,,,No,2019,SIREM - Supersociedades,COL
800012181,2020-12-31,7428894.0,,,,,No,2020,SIREM - Supersociedades,COL
800012292,2016-12-31,3659134.0,,,,,No,2016,SIREM - Supersociedades,COL
800012310,2016-12-31,835826.0,,,,,No,2016,SIREM - Supersociedades,COL
800012310,2020-12-31,439721.0,1082180.0,631075.0,Pequeña,0.5831516013971798,No,2020,SIREM - Supersociedades,COL
800012375,2020-12-31,,272158065.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800012702,2018-12-31,,2945427.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
800012797,2020-12-31,4022285.0,,,,,No,2020,SIREM - Supersociedades,COL
800012817,2020-12-31,,9077911.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800012833,2016-12-31,,,7374759.0,,,No,2016,SIREM - Supersociedades,COL
800012833,2021-12-31,,17007907.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
800012888,2018-12-31,,,13563725.0,,,No,2018,SIREM - Supersociedades,COL
800012888,2019-12-31,,,13563725.0,,,No,2019,SIREM - Supersociedades,COL
800013148,2016-12-31,9786479.0,,,,,No,2016,SIREM - Supersociedades,COL
800013148,2019-12-31,,,119452.0,,,No,2019,SIREM - Supersociedades,COL
800013331,2020-12-31,5212813.0,,,,,No,2020,SIREM - Supersociedades,COL
800013446,2020-12-31,,20566416.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800013455,2019-12-31,8033238.0,,,,,No,2019,SIREM - Supersociedades,COL
800013455,2020-12-31,8991676.0,,,,,No,2020,SIREM - Supersociedades,COL
800013536,2016-12-31,,22271883.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800013536,2018-12-31,8116091.0,23326117.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800013536,2021-12-31,10074560.0,,,,,No,2021,SIREM - Supersociedades,COL
800013736,2016-12-31,,71566264.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800013736,2018-12-31,,,39231431.0,,,No,2018,SIREM - Supersociedades,COL
800013736,2021-12-31,100419363.0,,,,,No,2021,SIREM - Supersociedades,COL
800013879,2020-12-31,,,3904047.0,,,No,2020,SIREM - Supersociedades,COL
800013944,2020-12-31,,,0.0,,,No,2020,SIREM - Supersociedades,COL
800014096,2016-12-31,-6035057.0,,,,,Sí,2016,SIREM - Supersociedades,COL
800014096,2018-12-31,,8538289.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800014107,2016-12-31,1859069.0,,,,,No,2016,SIREM - Supersociedades,COL
800014107,2018-12-31,,3036522.0,1517036.0,Pequeña,0.4995965779269836,No,2018,SIREM - Supersociedades,COL
800014246,2021-12-31,,180730579.0,126347246.0,Grande,0.6990916905102152,No,2021,SIREM - Supersociedades,COL
800014338,2018-12-31,,42386465.0,16446391.0,Grande,0.3880104415407135,No,2018,SIREM - Supersociedades,COL
800014463,2016-12-31,-1576409.0,,,,,Sí,2016,SIREM - Supersociedades,COL
800014574,2016-12-31,6032091.0,,,,,No,2016,SIREM - Supersociedades,COL
800014620,2016-12-31,4458212.0,,,,,No,2016,SIREM - Supersociedades,COL
800014620,2020-12-31,,6269894.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800014620,2021-12-31,4100316.0,,,,,No,2021,SIREM - Supersociedades,COL
800014880,2018-12-31,1481483.0,,,,,No,2018,SIREM - Supersociedades,COL
800014903,2021-12-31,3965476.0,,,,,No,2021,SIREM - Supersociedades,COL
800015079,2016-12-31,1345381.0,,2196346.0,,,No,2016,SIREM - Supersociedades,COL
800015232,2020-12-31,,8962325.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800015583,2018-12-31,29797806.0,,,,,No,2018,SIREM - Supersociedades,COL
800015583,2020-12-31,,,67502084.0,,,No,2020,SIREM - Supersociedades,COL
800015603,2018-12-31,6361654.0,,,,,No,2018,SIREM - Supersociedades,COL
800015603,2020-12-31,,10249780.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800015603,2021-12-31,7349782.0,,2899998.0,,,No,2021,SIREM - Supersociedades,COL
800015713,2020-12-31,,,1796966.0,,,No,2020,SIREM - Supersociedades,COL
800015713,2021-12-31,4197384.0,,,,,No,2021,SIREM - Supersociedades,COL
800015774,2020-12-31,,,1982016.0,,,No,2020,SIREM - Supersociedades,COL
800015819,2016-12-31,-501714.0,,,,,Sí,2016,SIREM - Supersociedades,COL
800015819,2018-12-31,,,3202607.0,,,No,2018,SIREM - Supersociedades,COL
800015963,2021-12-31,,5106753.0,1722238.0,Pequeña,0.3372471705602366,No,2021,SIREM - Supersociedades,COL
800016006,2018-12-31,12050076.0,,2380040.0,,,No,2018,SIREM - Supersociedades,COL
800016017,2019-12-31,,2162437.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800016116,2019-12-31,12583487.0,15803117.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
800016163,2020-12-31,,,1255044.0,,,No,2020,SIREM - Supersociedades,COL
800016281,2019-12-31,,41706615.0,,Grande,,No,2019,SIREM - Supersociedades,COL
800016289,2016-12-31,,12933466.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800016289,2019-12-31,10813018.0,,,,,No,2019,SIREM - Supersociedades,COL
800016289,2020-12-31,10956632.0,,,,,No,2020,SIREM - Supersociedades,COL
800016505,2020-12-31,,,8083544.0,,,No,2020,SIREM - Supersociedades,COL
800016656,2018-12-31,19335819.0,,,,,No,2018,SIREM - Supersociedades,COL
800016656,2020-12-31,18440036.0,,,,,No,2020,SIREM - Supersociedades,COL
800016744,2019-12-31,4385193.0,,,,,No,2019,SIREM - Supersociedades,COL
800016744,2020-12-31,,,1273674.0,,,No,2020,SIREM - Supersociedades,COL
800016744,2021-12-31,,,547445.0,,,No,2021,SIREM - Supersociedades,COL
800016920,2018-12-31,,5955509.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
800016920,2019-12-31,,,2080905.0,,,No,2019,SIREM - Supersociedades,COL
800016957,2018-12-31,-100422.0,,,,,Sí,2018,SIREM - Supersociedades,COL
800016957,2020-12-31,,661792.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800017087,2019-12-31,1087509.0,,,,,No,2019,SIREM - Supersociedades,COL
800017180,2016-12-31,,,993076.0,,,No,2016,SIREM - Supersociedades,COL
800017252,2019-12-31,,11534220.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
800017252,2020-12-31,2051735.0,,,,,No,2020,SIREM - Supersociedades,COL
800017555,2016-12-31,,6113375.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800017779,2018-12-31,,,9058835.0,,,No,2018,SIREM - Supersociedades,COL
800017873,2016-12-31,,,679075.0,,,No,2016,SIREM - Supersociedades,COL
800017873,2020-12-31,,,2706042.0,,,No,2020,SIREM - Supersociedades,COL
800017934,2016-12-31,,35413239.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800017934,2018-12-31,,37073602.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800017934,2020-12-31,,38444035.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800017934,2021-12-31,41750796.0,,,,,No,2021,SIREM - Supersociedades,COL
800017935,2019-12-31,151840420.0,,,,,No,2019,SIREM - Supersociedades,COL
800017935,2020-12-31,,,552583.0,,,No,2020,SIREM - Supersociedades,COL
800017935,2021-12-31,,172198725.0,,Grande,,No,2021,SIREM - Supersociedades,COL
800017936,2016-12-31,,148846921.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800017936,2020-12-31,,,22151.0,,,No,2020,SIREM - Supersociedades,COL
800018143,2019-12-31,,,4038697.0,,,No,2019,SIREM - Supersociedades,COL
800018181,2016-12-31,,121819419.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800018183,2018-12-31,61008856.0,,,,,No,2018,SIREM - Supersociedades,COL
800018488,2016-12-31,,36715897.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800018488,2018-12-31,29294709.0,,,,,No,2018,SIREM - Supersociedades,COL
800018913,2021-12-31,3555768.0,4104568.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
800018971,2019-12-31,5751350.0,,,,,No,2019,SIREM - Supersociedades,COL
800019454,2021-12-31,4066357.0,,,,,No,2021,SIREM - Supersociedades,COL
800019572,2016-12-31,2148585.0,,,,,No,2016,SIREM - Supersociedades,COL
800019615,2019-12-31,,145133828.0,,Grande,,No,2019,SIREM - Supersociedades,COL
800019654,2016-12-31,,,28141507.0,,,No,2016,SIREM - Supersociedades,COL
800019654,2020-12-31,22264889.0,,,,,No,2020,SIREM - Supersociedades,COL
800019856,2016-12-31,,,9869338.0,,,No,2016,SIREM - Supersociedades,COL
800019961,2016-12-31,5230207.0,,,,,No,2016,SIREM - Supersociedades,COL
800019961,2021-12-31,7370308.0,,1755040.0,,,No,2021,SIREM - Supersociedades,COL
800019962,2016-12-31,27307057.0,23950106.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800020220,2016-12-31,,,64392288.0,,,No,2016,SIREM - Supersociedades,COL
800020256,2016-12-31,,,6180267.0,,,No,2016,SIREM - Supersociedades,COL
800020256,2018-12-31,0.0,,,,,No,2018,SIREM - Supersociedades,COL
800020256,2019-12-31,3243195.0,,,,,No,2019,SIREM - Supersociedades,COL
800020256,2020-12-31,3350208.0,,,,,No,2020,SIREM - Supersociedades,COL
800020274,2020-12-31,764064.0,,,,,No,2020,SIREM - Supersociedades,COL
800020419,2021-12-31,,,781313.0,,,No,2021,SIREM - Supersociedades,COL
800020662,2018-12-31,,13897164.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800020706,2016-12-31,,347324274.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800020706,2021-12-31,81526713.0,435390236.0,,Grande,,No,2021,SIREM - Supersociedades,COL
800020762,2018-12-31,,,6309.0,,,No,2018,SIREM - Supersociedades,COL
800020772,2020-12-31,,17801435.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800020817,2018-12-21,,28875623.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800020943,2019-12-31,,,1511851.0,,,No,2019,SIREM - Supersociedades,COL
800021013,2020-12-31,13073417.0,,,,,No,2020,SIREM - Supersociedades,COL
800021013,2021-12-31,,,33961668.0,,,No,2021,SIREM - Supersociedades,COL
800021035,2020-12-31,,,292296.0,,,No,2020,SIREM - Supersociedades,COL
800021069,2016-12-31,,6348135.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800021137,2016-12-31,,300870941.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800021248,2018-12-31,59045780.0,,,,,No,2018,SIREM - Supersociedades,COL
800021308,2016-12-31,5552887525.0,9856143433.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800021390,2016-12-31,,39691252.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800021413,2016-12-31,,42316113.0,,Grande,,No,2016,SIREM - Supersociedades,COL
800021413,2020-12-31,,71684434.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800021417,2016-12-31,,13414625.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800021417,2018-12-31,10561133.0,12415235.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
800021499,2018-12-31,9928004.0,,,,,No,2018,SIREM - Supersociedades,COL
800021565,2020-12-31,5953235.0,6267040.0,550958.0,Pequeña,0.08791359238173045,No,2020,SIREM - Supersociedades,COL
800021595,2016-12-31,,17559586.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
800021595,2019-12-31,22864596.0,,,,,No,2019,SIREM - Supersociedades,COL
800021596,2018-12-31,89924391.0,,,,,No,2018,SIREM - Supersociedades,COL
800021599,2019-12-31,,,28341145.0,,,No,2019,SIREM - Supersociedades,COL
800021622,2021-12-31,,10271167.0,107117.0,Mediana,0.010428902577477321,No,2021,SIREM - Supersociedades,COL
800021711,2016-12-31,,,1409924.0,,,No,2016,SIREM - Supersociedades,COL
800022004,2016-12-31,3687630.0,5175278.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800022005,2019-12-31,,,2383061.0,,,No,2019,SIREM - Supersociedades,COL
800022005,2020-12-31,,14284813.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800022076,2020-12-31,,25453944.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
800022115,2016-12-31,,,14697521.0,,,No,2016,SIREM - Supersociedades,COL
800022115,2020-12-31,,,14591256.0,,,No,2020,SIREM - Supersociedades,COL
800022115,2021-12-31,13827896.0,,,,,No,2021,SIREM - Supersociedades,COL
800022127,2018-12-31,,581624419.0,,Grande,,No,2018,SIREM - Supersociedades,COL
800022199,2020-12-31,,,3335050.0,,,No,2020,SIREM - Supersociedades,COL
800022371,2018-12-31,37996748.0,,,,,No,2018,SIREM - Supersociedades,COL
800022450,2020-12-31,,124467344.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800022558,2019-12-31,83740420.0,,,,,No,2019,SIREM - Supersociedades,COL
800022706,2020-12-31,3354182.0,2933759.0,535864.0,Pequeña,0.1826544034462272,No,2020,SIREM - Supersociedades,COL
800022797,2019-12-31,,1837005.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
800022961,2020-12-31,4056958.0,,,,,No,2020,SIREM - Supersociedades,COL
800023002,2016-12-31,,4784444.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
800023002,2020-12-31,,5908546.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
800023162,2016-12-31,,,33889048.0,,,No,2016,SIREM - Supersociedades,COL
800023162,2020-12-31,,135245581.0,,Grande,,No,2020,SIREM - Supersociedades,COL
800023247,2018-12-31,246195226.0,,,,,No,2018,SIREM - Supersociedades,COL
800023421,2019-12-31,,9684020.0,4217330.0,Mediana,0.4354937309092711,No,2019,SIREM - Supersociedades,COL
800023421,2020-12-31,,,4880014.0,,,No,2020,SIREM - Supersociedades,COL
800023421,2021-12-31,5368396.0,,,,,No,2021,SIREM - Supersociedades,COL
800023432,2020-12-31,3091102.0,,,,,No,2020,SIREM - Supersociedades,COL
800023434,2018-12-31,,,1516995.0,,,No,2018,SIREM - Supersociedades,COL
