nit,fecha_corte,Patrimonio_Total,Activo_Total,Pasivo_Total,Tamano_Empresa,Razon_Endeudamiento,Insolvencia_Tecnica,Ano_Corte,Fuente,Pais_Matriz
860074118,2020-12-31,6156720.0,,,,,No,2020,SIREM - Supersociedades,COL
860074118,2021-12-31,,15273913.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860074186,2016-12-31,,,103814635.0,,,No,2016,SIREM - Supersociedades,COL
860074389,2016-12-31,34419754.0,,,,,No,2016,SIREM - Supersociedades,COL
860074389,2018-12-31,39676304.0,,,,,No,2018,SIREM - Supersociedades,COL
860074389,2019-12-31,,,150197061.0,,,No,2019,SIREM - Supersociedades,COL
860074450,2018-12-31,,1071323989.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860074450,2021-12-31,,,313820876.0,,,No,2021,SIREM - Supersociedades,COL
860074458,2019-12-31,,,3519.0,,,No,2019,SIREM - Supersociedades,COL
860074520,2018-12-31,,12170243.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860074520,2021-12-31,7008083.0,,,,,No,2021,SIREM - Supersociedades,COL
860074578,2020-12-31,7932360.0,74941171.0,,Grande,,No,2020,SIREM - Supersociedades,COL
860074636,2020-12-31,55707330.0,,,,,No,2020,SIREM - Supersociedades,COL
860074669,2020-12-31,-4862908.0,1274222.0,5696422.0,Pequeña,4.470509848362373,Sí,2020,SIREM - Supersociedades,COL
860074830,2016-12-31,,12779053.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860074844,2016-12-31,,7635563.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860074886,2016-12-31,,,1152625.0,,,No,2016,SIREM - Supersociedades,COL
860074902,2018-12-31,,,775278.0,,,No,2018,SIREM - Supersociedades,COL
860074902,2021-12-31,3468772.0,4287396.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
860075208,2016-12-31,,45793934.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860075208,2019-12-31,,59096192.0,,Grande,,No,2019,SIREM - Supersociedades,COL
860075208,2021-12-31,40331492.0,,,,,No,2021,SIREM - Supersociedades,COL
860075215,2020-12-31,5716551.0,,,,,No,2020,SIREM - Supersociedades,COL
860075215,2021-12-31,,7294742.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860075480,2016-12-31,,5157561.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860075480,2020-12-31,,,655368.0,,,No,2020,SIREM - Supersociedades,COL
860075498,2020-12-31,9282201.0,,,,,No,2020,SIREM - Supersociedades,COL
860075520,2019-12-31,,16008733.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860075520,2020-12-31,,15647096.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860075590,2016-12-31,1002025.0,,,,,No,2016,SIREM - Supersociedades,COL
860075625,2016-12-31,,,1004147.0,,,No,2016,SIREM - Supersociedades,COL
860075625,2019-12-31,,,2134330.0,,,No,2019,SIREM - Supersociedades,COL
860075659,2021-12-31,,11707716.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860075684,2016-12-31,38156225.0,,,,,No,2016,SIREM - Supersociedades,COL
860075684,2018-12-31,51884762.0,,,,,No,2018,SIREM - Supersociedades,COL
860075821,2019-12-31,19300854.0,,,,,No,2019,SIREM - Supersociedades,COL
860075824,2019-12-31,,,27358604.0,,,No,2019,SIREM - Supersociedades,COL
860076189,2018-12-31,85395380.0,,,,,No,2018,SIREM - Supersociedades,COL
860076228,2019-12-31,8573973.0,27473250.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860076228,2020-12-31,,,17117998.0,,,No,2020,SIREM - Supersociedades,COL
860076253,2016-12-31,,32777005.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860076253,2020-12-31,,30560705.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860076253,2021-12-31,,30595783.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860076279,2016-12-31,2885407.0,,,,,No,2016,SIREM - Supersociedades,COL
860076279,2018-12-31,,,11477156.0,,,No,2018,SIREM - Supersociedades,COL
860076422,2016-12-31,,,1145119.0,,,No,2016,SIREM - Supersociedades,COL
860076564,2016-12-31,,11082973.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860076565,2016-12-31,5928429.0,5775427.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860076598,2016-12-31,1581571.0,,,,,No,2016,SIREM - Supersociedades,COL
860076607,2018-12-31,,,3218189.0,,,No,2018,SIREM - Supersociedades,COL
860076681,2016-12-31,227701.0,,,,,No,2016,SIREM - Supersociedades,COL
860076681,2021-12-31,,,1326640.0,,,No,2021,SIREM - Supersociedades,COL
860076820,2019-12-31,,,69103077.0,,,No,2019,SIREM - Supersociedades,COL
860076863,2016-12-31,2653033.0,,,,,No,2016,SIREM - Supersociedades,COL
860076914,2018-12-31,7494435.0,,,,,No,2018,SIREM - Supersociedades,COL
860076919,2020-12-31,102408534.0,,,,,No,2020,SIREM - Supersociedades,COL
860076921,2016-12-31,,7183800.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860077099,2018-12-31,,22866930.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860077153,2019-12-31,,9140601.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860077296,2018-12-31,3919995.0,4458038.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860077396,2020-12-31,,,3730097.0,,,No,2020,SIREM - Supersociedades,COL
860077406,2018-12-31,,2068081.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860077406,2019-12-31,,2068081.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860077411,2018-12-31,,,13755443.0,,,No,2018,SIREM - Supersociedades,COL
860077411,2021-12-31,,150466884.0,,Grande,,No,2021,SIREM - Supersociedades,COL
860077649,2016-12-31,4436216.0,,,,,No,2016,SIREM - Supersociedades,COL
860077649,2019-12-31,4456572.0,,,,,No,2019,SIREM - Supersociedades,COL
860077672,2020-12-31,9806845.0,,,,,No,2020,SIREM - Supersociedades,COL
860078024,2018-12-31,,129476705.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860078346,2020-12-31,,969539.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
860078414,2021-12-31,,,6564995.0,,,No,2021,SIREM - Supersociedades,COL
860078781,2019-12-31,,,11638488.0,,,No,2019,SIREM - Supersociedades,COL
860078824,2016-12-31,,8596718.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860078824,2019-12-31,7305888.0,,,,,No,2019,SIREM - Supersociedades,COL
860078824,2022-12-31,,,1036373.0,,,No,2022,SIREM - Supersociedades,COL
860079024,2018-12-31,,,8466528.0,,,No,2018,SIREM - Supersociedades,COL
860079024,2019-12-31,25959697.0,,,,,No,2019,SIREM - Supersociedades,COL
860079064,2019-12-31,,4638565.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860079064,2021-12-31,3880868.0,,,,,No,2021,SIREM - Supersociedades,COL
860079107,2021-12-31,,,1849588.0,,,No,2021,SIREM - Supersociedades,COL
860079143,2021-12-31,1000068.0,,,,,No,2021,SIREM - Supersociedades,COL
860079177,2018-12-31,,6476127.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860079177,2019-12-31,4095211.0,,,,,No,2019,SIREM - Supersociedades,COL
860079177,2020-12-31,,,2157171.0,,,No,2020,SIREM - Supersociedades,COL
860079278,2016-12-31,,,11514164.0,,,No,2016,SIREM - Supersociedades,COL
860079278,2020-12-31,,,4923327.0,,,No,2020,SIREM - Supersociedades,COL
860079278,2021-12-31,,11667465.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860079449,2018-12-31,,,5104521.0,,,No,2018,SIREM - Supersociedades,COL
860079449,2021-12-31,,,3250046.0,,,No,2021,SIREM - Supersociedades,COL
860079475,2016-12-31,,,972970.0,,,No,2016,SIREM - Supersociedades,COL
860079486,2020-12-31,,,7392307.0,,,No,2020,SIREM - Supersociedades,COL
860079486,2021-12-31,,,7934615.0,,,No,2021,SIREM - Supersociedades,COL
860079605,2021-12-31,,6854290.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860079690,2016-12-31,665089.0,,,,,No,2016,SIREM - Supersociedades,COL
860079690,2018-12-31,,,1511987.0,,,No,2018,SIREM - Supersociedades,COL
860079706,2019-12-31,15352477.0,,,,,No,2019,SIREM - Supersociedades,COL
860079706,2021-12-31,,,2383516.0,,,No,2021,SIREM - Supersociedades,COL
860079889,2020-12-31,,,10330622.0,,,No,2020,SIREM - Supersociedades,COL
860079943,2021-12-31,,,19580013.0,,,No,2021,SIREM - Supersociedades,COL
860080005,2020-12-31,,7538560.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860080037,2016-12-31,,,2002603.0,,,No,2016,SIREM - Supersociedades,COL
860080085,2019-12-31,8584449.0,,,,,No,2019,SIREM - Supersociedades,COL
860080085,2020-12-31,,9218378.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860080085,2022-12-31,,,936722.0,,,No,2022,SIREM - Supersociedades,COL
860080144,2018-12-31,,,16371941.0,,,No,2018,SIREM - Supersociedades,COL
860080156,2016-12-31,,,1836703.0,,,No,2016,SIREM - Supersociedades,COL
860080156,2018-12-31,,36718363.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860080220,2019-12-31,,4968907.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860080392,2016-12-31,,13092284.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860080392,2019-12-31,,10593411.0,2968344.0,Mediana,0.2802066303289847,No,2019,SIREM - Supersociedades,COL
860080658,2016-12-31,1948112.0,,,,,No,2016,SIREM - Supersociedades,COL
860080658,2018-12-31,,3874076.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860090026,2018-12-31,,11046574.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860090052,2016-12-31,,18755100.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860090052,2019-12-31,12863759.0,,,,,No,2019,SIREM - Supersociedades,COL
860090065,2016-12-31,,,1128384.0,,,No,2016,SIREM - Supersociedades,COL
860090222,2018-12-31,76059558.0,,,,,No,2018,SIREM - Supersociedades,COL
860090222,2021-12-31,109418569.0,,,,,No,2021,SIREM - Supersociedades,COL
860090247,2021-12-31,,,3710780.0,,,No,2021,SIREM - Supersociedades,COL
860090291,2016-12-31,7417806.0,8320965.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860090324,2018-12-31,,20718061.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860090324,2020-12-31,,31474471.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860090324,2021-12-31,10453726.0,38410416.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860090331,2016-12-31,2683819.0,,,,,No,2016,SIREM - Supersociedades,COL
860090331,2021-12-31,,,4776307.0,,,No,2021,SIREM - Supersociedades,COL
860090342,2016-12-31,,,4477906.0,,,No,2016,SIREM - Supersociedades,COL
860090342,2018-12-31,,11695891.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860090434,2020-12-31,3147198.0,4517336.0,1444742.0,Pequeña,0.31982168251376475,No,2020,SIREM - Supersociedades,COL
860090439,2019-12-31,1802461.0,,,,,No,2019,SIREM - Supersociedades,COL
860090800,2019-12-31,14666997.0,,128472.0,,,No,2019,SIREM - Supersociedades,COL
860090800,2021-12-31,15123362.0,,,,,No,2021,SIREM - Supersociedades,COL
860090915,2016-12-31,,100329348.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860090915,2021-12-31,,115888079.0,29831875.0,Grande,0.25741970405774006,No,2021,SIREM - Supersociedades,COL
860091073,2016-12-31,,15043165.0,5759504.0,Mediana,0.38286517498146166,No,2016,SIREM - Supersociedades,COL
860091073,2019-12-31,,12931862.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860091130,2016-12-31,,,2184914.0,,,No,2016,SIREM - Supersociedades,COL
860091130,2018-12-31,,5757699.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860091235,2016-12-31,,,36518338.0,,,No,2016,SIREM - Supersociedades,COL
860091241,2016-12-31,,,686607.0,,,No,2016,SIREM - Supersociedades,COL
860091403,2016-12-31,,5202417.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860091403,2020-12-31,,,815260.0,,,No,2020,SIREM - Supersociedades,COL
860091461,2018-12-31,,,23923320.0,,,No,2018,SIREM - Supersociedades,COL
860091461,2019-12-31,,95995137.0,,Grande,,No,2019,SIREM - Supersociedades,COL
860091476,2016-12-31,4045131.0,,,,,No,2016,SIREM - Supersociedades,COL
860350005,2017-12-31,,115293928.0,2087763.0,Grande,0.018108178255493212,No,2017,SIREM - Supersociedades,COL
860350005,2021-12-31,,,474249.0,,,No,2021,SIREM - Supersociedades,COL
860350014,2018-12-31,3381955.0,,,,,No,2018,SIREM - Supersociedades,COL
860350170,2016-12-31,,,10261529.0,,,No,2016,SIREM - Supersociedades,COL
860350170,2021-12-31,6250852.0,21159652.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860350196,2016-12-31,,44129300.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860350196,2018-12-31,,44099503.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860350196,2020-12-31,41325475.0,,,,,No,2020,SIREM - Supersociedades,COL
860350253,2018-12-31,87028580.0,,147946853.0,,,No,2018,SIREM - Supersociedades,COL
860350320,2016-12-31,,,4282107.0,,,No,2016,SIREM - Supersociedades,COL
860350538,2021-12-31,,,219519.0,,,No,2021,SIREM - Supersociedades,COL
860350543,2019-12-31,50995552.0,,,,,No,2019,SIREM - Supersociedades,COL
860350543,2020-12-31,,101110437.0,,Grande,,No,2020,SIREM - Supersociedades,COL
860350564,2018-12-31,,,7325683.0,,,No,2018,SIREM - Supersociedades,COL
860350711,2019-12-31,,,12370135.0,,,No,2019,SIREM - Supersociedades,COL
860350711,2020-12-31,7040259.0,,,,,No,2020,SIREM - Supersociedades,COL
860350883,2016-12-31,24900019.0,,,,,No,2016,SIREM - Supersociedades,COL
860350980,2016-12-31,,5012589.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860351162,2019-12-31,,4245929.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860351281,2016-12-31,,,2186734.0,,,No,2016,SIREM - Supersociedades,COL
860351427,2019-12-31,10173347.0,,,,,No,2019,SIREM - Supersociedades,COL
860351489,2018-12-31,,2184672.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860351576,2016-12-31,,6297602.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860351576,2018-12-31,6177818.0,,,,,No,2018,SIREM - Supersociedades,COL
860351680,2020-12-31,,,2754919.0,,,No,2020,SIREM - Supersociedades,COL
860351712,2021-12-31,,,1844003.0,,,No,2021,SIREM - Supersociedades,COL
860351806,2020-12-31,,,568930.0,,,No,2020,SIREM - Supersociedades,COL
860351849,2016-12-31,,,3940316.0,,,No,2016,SIREM - Supersociedades,COL
860351853,2016-12-31,3312713.0,,,,,No,2016,SIREM - Supersociedades,COL
860351853,2018-12-31,22982251.0,,,,,No,2018,SIREM - Supersociedades,COL
860351853,2020-12-31,26277239.0,,,,,No,2020,SIREM - Supersociedades,COL
860351923,2021-12-31,,,14675702.0,,,No,2021,SIREM - Supersociedades,COL
860351955,2020-12-31,19340861.0,,,,,No,2020,SIREM - Supersociedades,COL
860352217,2020-12-31,,2310034.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
860352350,2016-12-31,,3306353.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860352432,2019-12-31,,17498732.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860352521,2018-12-31,,4063422.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860352521,2020-12-31,1655836.0,,,,,No,2020,SIREM - Supersociedades,COL
860352551,2020-12-31,2666382.0,3366492.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
860352594,2019-12-31,2757102.0,,,,,No,2019,SIREM - Supersociedades,COL
860352721,2021-12-31,,,340953.0,,,No,2021,SIREM - Supersociedades,COL
860352778,2016-12-31,,888924.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860352933,2016-12-31,,60992875.0,8671927.0,Grande,0.14217934471854293,No,2016,SIREM - Supersociedades,COL
860352933,2018-12-31,,52584011.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860353059,2016-12-31,,,595801.0,,,No,2016,SIREM - Supersociedades,COL
860353137,2016-12-31,7356241.0,,22800002.0,,,No,2016,SIREM - Supersociedades,COL
860353151,2020-12-31,,,2340203.0,,,No,2020,SIREM - Supersociedades,COL
860353151,2021-12-31,10008288.0,,,,,No,2021,SIREM - Supersociedades,COL
860353254,2016-12-31,,,4860368.0,,,No,2016,SIREM - Supersociedades,COL
860353257,2016-12-31,,,2801747.0,,,No,2016,SIREM - Supersociedades,COL
860353305,2018-12-31,,45192503.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860353338,2018-12-31,841016.0,,,,,No,2018,SIREM - Supersociedades,COL
860353433,2018-12-31,,9792071.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860353433,2021-12-31,,12496102.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860353447,2018-12-31,5758564.0,,,,,No,2018,SIREM - Supersociedades,COL
860353451,2016-12-31,2651972.0,,,,,No,2016,SIREM - Supersociedades,COL
860353573,2016-12-31,,9185316.0,3102536.0,Mediana,0.3377712862573264,No,2016,SIREM - Supersociedades,COL
860353573,2020-12-31,,10161738.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860353611,2021-12-31,,,2432985.0,,,No,2021,SIREM - Supersociedades,COL
860353659,2016-12-31,9821569.0,11392651.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860353659,2018-12-31,9984657.0,,,,,No,2018,SIREM - Supersociedades,COL
860353659,2021-12-31,11071399.0,,,,,No,2021,SIREM - Supersociedades,COL
860353676,2016-12-31,,,356484.0,,,No,2016,SIREM - Supersociedades,COL
860353684,2016-12-31,,7011573.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860353684,2019-12-31,3472271.0,,,,,No,2019,SIREM - Supersociedades,COL
860353684,2020-12-31,,,4108438.0,,,No,2020,SIREM - Supersociedades,COL
860353688,2018-12-31,4458682.0,,,,,No,2018,SIREM - Supersociedades,COL
860353709,2016-12-31,,,56420316.0,,,No,2016,SIREM - Supersociedades,COL
860353709,2019-12-31,14741794.0,,,,,No,2019,SIREM - Supersociedades,COL
860353765,2016-12-31,,36417033.0,5814141.0,Mediana,0.159654439723302,No,2016,SIREM - Supersociedades,COL
860353765,2020-12-31,42414285.0,,,,,No,2020,SIREM - Supersociedades,COL
860353804,2019-12-31,,,6161334.0,,,No,2019,SIREM - Supersociedades,COL
860353805,2021-12-31,,12037961.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860353807,2021-12-31,481681.0,,,,,No,2021,SIREM - Supersociedades,COL
860353831,2016-12-31,,214547199.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860354021,2016-12-31,,,3053506.0,,,No,2016,SIREM - Supersociedades,COL
860354208,2018-12-31,,,4233571.0,,,No,2018,SIREM - Supersociedades,COL
860354208,2021-12-31,,,3627120.0,,,No,2021,SIREM - Supersociedades,COL
860354289,2018-12-31,,,6485762.0,,,No,2018,SIREM - Supersociedades,COL
860354386,2018-12-31,13154298.0,,,,,No,2018,SIREM - Supersociedades,COL
860354386,2021-12-31,19335562.0,,,,,No,2021,SIREM - Supersociedades,COL
860354402,2020-12-31,,,11169786.0,,,No,2020,SIREM - Supersociedades,COL
860354468,2019-12-31,7860308.0,,13436.0,,,No,2019,SIREM - Supersociedades,COL
860354608,2016-12-31,,3109344.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860400008,2016-12-31,,95772476.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860400008,2019-12-31,,,25683834.0,,,No,2019,SIREM - Supersociedades,COL
860400204,2020-12-31,14517929.0,,,,,No,2020,SIREM - Supersociedades,COL
860400249,2018-12-31,,,152069.0,,,No,2018,SIREM - Supersociedades,COL
860400538,2016-12-31,8352989.0,,7860403.0,,,No,2016,SIREM - Supersociedades,COL
860400538,2018-12-31,,17045198.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860400538,2020-12-31,9743819.0,,,,,No,2020,SIREM - Supersociedades,COL
860400572,2018-12-31,11783711.0,,,,,No,2018,SIREM - Supersociedades,COL
860400592,2020-12-31,,3550146.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
860400682,2018-12-31,,,2008427.0,,,No,2018,SIREM - Supersociedades,COL
860400723,2019-12-31,,,8233278.0,,,No,2019,SIREM - Supersociedades,COL
860400765,2019-12-31,,3413011.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860401086,2016-12-31,8174369.0,,,,,No,2016,SIREM - Supersociedades,COL
860401086,2019-12-31,9946530.0,,,,,No,2019,SIREM - Supersociedades,COL
860401123,2018-12-31,607800.0,,,,,No,2018,SIREM - Supersociedades,COL
860401123,2019-12-31,,476291.0,,Micro,,No,2019,SIREM - Supersociedades,COL
860401339,2016-12-31,,,88343304.0,,,No,2016,SIREM - Supersociedades,COL
860401339,2018-12-31,,,78238376.0,,,No,2018,SIREM - Supersociedades,COL
860401339,2019-12-31,163775459.0,222432979.0,,Grande,,No,2019,SIREM - Supersociedades,COL
860401447,2018-12-31,,16817905.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860401447,2021-12-31,,,1191391.0,,,No,2021,SIREM - Supersociedades,COL
860401492,2016-12-31,8804821.0,,,,,No,2016,SIREM - Supersociedades,COL
860401492,2019-12-31,10994909.0,,,,,No,2019,SIREM - Supersociedades,COL
860401494,2018-12-31,,,2306043.0,,,No,2018,SIREM - Supersociedades,COL
860401507,2016-12-31,,,387443.0,,,No,2016,SIREM - Supersociedades,COL
860401507,2020-12-31,3646073.0,,,,,No,2020,SIREM - Supersociedades,COL
860401507,2021-12-31,,4990216.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
860401643,2016-12-31,2471455.0,,,,,No,2016,SIREM - Supersociedades,COL
860401643,2021-12-31,,,17682179.0,,,No,2021,SIREM - Supersociedades,COL
860401663,2016-12-31,,2337087.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860401826,2016-12-31,,53084055.0,,Grande,,No,2016,SIREM - Supersociedades,COL
860402002,2019-12-31,,,4340633.0,,,No,2019,SIREM - Supersociedades,COL
860402221,2016-12-31,,,544613.0,,,No,2016,SIREM - Supersociedades,COL
860402221,2020-12-31,,,1184360.0,,,No,2020,SIREM - Supersociedades,COL
860402284,2020-12-31,,,3867498.0,,,No,2020,SIREM - Supersociedades,COL
860402513,2019-12-31,,,874650.0,,,No,2019,SIREM - Supersociedades,COL
860402576,2020-12-31,,4788240.0,,Pequeña,,No,2020,SIREM - Supersociedades,COL
860402618,2019-12-31,,,11226545.0,,,No,2019,SIREM - Supersociedades,COL
860402618,2020-12-31,8868425.0,17781196.0,,Mediana,,No,2020,SIREM - Supersociedades,COL
860402718,2016-12-31,6610917.0,,,,,No,2016,SIREM - Supersociedades,COL
860402718,2019-12-31,,,4070990.0,,,No,2019,SIREM - Supersociedades,COL
860402837,2016-12-31,,,5667521.0,,,No,2016,SIREM - Supersociedades,COL
860402887,2016-12-31,56660697.0,,,,,No,2016,SIREM - Supersociedades,COL
860402887,2018-12-31,65082895.0,,,,,No,2018,SIREM - Supersociedades,COL
860402887,2020-12-31,,,14659703.0,,,No,2020,SIREM - Supersociedades,COL
860402922,2016-12-31,,23270189.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860402922,2018-12-31,,,3328519.0,,,No,2018,SIREM - Supersociedades,COL
860402971,2016-12-31,,31978228.0,,Mediana,,No,2016,SIREM - Supersociedades,COL
860402971,2021-12-31,24607914.0,,,,,No,2021,SIREM - Supersociedades,COL
860403035,2019-12-31,10725522.0,,,,,No,2019,SIREM - Supersociedades,COL
860403097,2021-12-31,12699702.0,,,,,No,2021,SIREM - Supersociedades,COL
860403102,2016-12-31,,6080632.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860403114,2016-12-31,,,1470328.0,,,No,2016,SIREM - Supersociedades,COL
860403114,2018-12-31,4762027.0,,,,,No,2018,SIREM - Supersociedades,COL
860403114,2020-12-31,5231259.0,,,,,No,2020,SIREM - Supersociedades,COL
860403248,2018-12-31,2930860.0,,,,,No,2018,SIREM - Supersociedades,COL
860403249,2016-12-31,,5401228.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860403249,2018-12-31,4801015.0,,,,,No,2018,SIREM - Supersociedades,COL
860403380,2016-12-31,5830400.0,,,,,No,2016,SIREM - Supersociedades,COL
860403380,2019-12-31,,13405705.0,,Mediana,,No,2019,SIREM - Supersociedades,COL
860403441,2016-12-31,6902901.0,,1573344.0,,,No,2016,SIREM - Supersociedades,COL
860403441,2018-12-31,7026458.0,,,,,No,2018,SIREM - Supersociedades,COL
860403441,2021-12-31,,,1807357.0,,,No,2021,SIREM - Supersociedades,COL
860403496,2016-12-31,1620762.0,,,,,No,2016,SIREM - Supersociedades,COL
860403588,2016-12-31,,5661088.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860403699,2018-12-31,,10102614.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860403819,2016-12-31,,10657637.0,3834674.0,Mediana,0.35980527390827816,No,2016,SIREM - Supersociedades,COL
860403819,2018-12-31,,,3005071.0,,,No,2018,SIREM - Supersociedades,COL
860403972,2018-12-31,,90505077.0,,Grande,,No,2018,SIREM - Supersociedades,COL
860403972,2022-12-31,,123594073.0,,Grande,,No,2022,SIREM - Supersociedades,COL
860404616,2016-12-31,,3092481.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860404924,2020-12-31,,,20014124.0,,,No,2020,SIREM - Supersociedades,COL
860450022,2016-12-31,5753804.0,,,,,No,2016,SIREM - Supersociedades,COL
860450079,2016-12-31,,4202482.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860450190,2022-12-31,,,478803.0,,,No,2022,SIREM - Supersociedades,COL
860450205,2019-12-31,1183219.0,,335869.0,,,No,2019,SIREM - Supersociedades,COL
860450430,2019-12-31,1807721.0,4476709.0,2668988.0,Pequeña,0.5961942132043874,No,2019,SIREM - Supersociedades,COL
860450430,2021-12-31,7005261.0,12134240.0,,Mediana,,No,2021,SIREM - Supersociedades,COL
860450450,2019-12-31,29090459.0,,,,,No,2019,SIREM - Supersociedades,COL
860450644,2019-12-31,,3334732.0,,Pequeña,,No,2019,SIREM - Supersociedades,COL
860450644,2020-12-31,,,1434136.0,,,No,2020,SIREM - Supersociedades,COL
860450793,2019-12-31,6153180.0,,,,,No,2019,SIREM - Supersociedades,COL
860450793,2020-12-31,6464468.0,,,,,No,2020,SIREM - Supersociedades,COL
860450898,2018-12-31,6243813.0,7991180.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860451052,2021-12-31,53292835.0,,,,,No,2021,SIREM - Supersociedades,COL
860451140,2021-12-31,,,26090.0,,,No,2021,SIREM - Supersociedades,COL
860451192,2018-12-31,,4390165.0,,Pequeña,,No,2018,SIREM - Supersociedades,COL
860451201,2021-12-31,1514580.0,3586365.0,,Pequeña,,No,2021,SIREM - Supersociedades,COL
860451220,2016-12-31,1403022.0,,9821614.0,,,No,2016,SIREM - Supersociedades,COL
860451220,2018-12-31,,10637540.0,,Mediana,,No,2018,SIREM - Supersociedades,COL
860451304,2021-12-31,,,10417407.0,,,No,2021,SIREM - Supersociedades,COL
860451412,2016-12-31,,6031506.0,,Pequeña,,No,2016,SIREM - Supersociedades,COL
860451569,2016-12-31,9760099.0,,,,,No,2016,SIREM - Supersociedades,COL
